2002/04/06_22:27:22	Random seed is: (35, 124, 36)
2002/04/06_22:27:22	Hi There
2002/04/06_22:27:22	>>>>>>>>>>>>>>>> BEGINNING TESTS
2002/04/06_22:27:23	Stopping Cluster Manager on all nodes
2002/04/06_22:27:28	Starting Cluster Manager on all nodes
2002/04/07_05:40:21	Running test SimulStart (sgi2)	[436]
2002/04/07_05:40:45	Running test standby (sgi1)	[437]
2002/04/07_05:40:57	Running test SimulStart (sgi1)	[438]
2002/04/07_05:41:21	Running test Stonith (sgi1)	[439]
2002/04/07_05:43:55	Running test flip (sgi1)	[440]
2002/04/07_05:44:36	Running test SimulStart (sgi2)	[441]
2002/04/07_05:44:55	Running test flip (sgi1)	[442]
2002/04/07_05:45:36	Running test standby (sgi2)	[443]
2002/04/07_05:45:50	Running test Stonith (sgi2)	[444]
2002/04/07_05:48:43	Running test Stonith (sgi1)	[445]
2002/04/07_05:51:13	Running test Stonith (sgi2)	[446]
2002/04/07_05:53:35	Running test Restart (sgi2)	[447]
2002/04/07_05:54:20	Running test Stonith (sgi1)	[448]
2002/04/07_05:56:50	Running test Restart (sgi2)	[449]
2002/04/07_05:57:35	Running test Restart (sgi2)	[450]
2002/04/07_05:58:20	Running test SimulStart (sgi1)	[451]
2002/04/07_05:58:45	Running test Stonith (sgi2)	[452]
2002/04/07_06:01:09	Running test Restart (sgi1)	[453]
2002/04/07_06:01:55	Running test standby (sgi2)	[454]
2002/04/07_06:02:01	Running test standby (sgi1)	[455]
2002/04/07_06:02:08	Running test Stonith (sgi1)	[456]
2002/04/07_06:04:38	Running test Restart (sgi1)	[457]
2002/04/07_06:05:24	Running test standby (sgi2)	[458]
2002/04/07_06:05:31	Running test SimulStart (sgi1)	[459]
2002/04/07_06:05:57	Running test Restart (sgi2)	[460]
2002/04/07_06:06:42	Running test flip (sgi1)	[461]
2002/04/07_06:07:23	Running test standby (sgi2)	[462]
2002/04/07_06:07:37	Running test Stonith (sgi2)	[463]
2002/04/07_06:10:30	Running test SimulStart (sgi1)	[464]
2002/04/07_06:10:52	Running test Stonith (sgi2)	[465]
2002/04/07_06:13:20	Running test flip (sgi1)	[466]
2002/04/07_06:14:01	Running test Stonith (sgi1)	[467]
2002/04/07_06:16:30	Running test SimulStart (sgi2)	[468]
2002/04/07_06:16:56	Running test Restart (sgi2)	[469]
2002/04/07_06:17:42	Running test flip (sgi1)	[470]
2002/04/07_06:18:23	Running test Stonith (sgi2)	[471]
2002/04/07_06:21:16	Running test Restart (sgi2)	[472]
2002/04/07_06:22:03	Running test SimulStart (sgi2)	[473]
2002/04/07_06:22:29	Running test standby (sgi2)	[474]
2002/04/07_06:22:36	Running test standby (sgi2)	[475]
2002/04/07_06:22:43	Running test flip (sgi1)	[476]
2002/04/07_06:23:24	Running test Stonith (sgi2)	[477]
2002/04/07_06:26:16	Running test Restart (sgi2)	[478]
2002/04/07_06:27:02	Running test SimulStart (sgi1)	[479]
2002/04/07_06:27:28	Running test standby (sgi2)	[480]
2002/04/07_06:27:35	Running test Stonith (sgi1)	[481]
2002/04/07_06:30:06	Running test Stonith (sgi1)	[482]
2002/04/07_06:32:38	Running test Restart (sgi1)	[483]
2002/04/07_06:33:23	Running test flip (sgi2)	[484]
2002/04/07_06:34:04	Running test flip (sgi2)	[485]
2002/04/07_06:34:12	Running test flip (sgi1)	[486]
2002/04/07_06:34:53	Running test flip (sgi2)	[487]
2002/04/07_06:35:27	Running test flip (sgi2)	[488]
2002/04/07_06:36:04	Running test flip (sgi2)	[489]
2002/04/07_06:36:39	Running test Stonith (sgi2)	[490]
2002/04/07_06:39:31	Running test SimulStart (sgi2)	[491]
2002/04/07_06:39:51	Running test Stonith (sgi1)	[492]
2002/04/07_06:42:21	Running test flip (sgi1)	[493]
2002/04/07_06:43:02	Running test flip (sgi1)	[494]
2002/04/07_06:43:09	Running test standby (sgi2)	[495]
2002/04/07_06:43:16	Running test flip (sgi2)	[496]
2002/04/07_06:43:56	Running test SimulStart (sgi1)	[497]
2002/04/07_06:44:16	Running test standby (sgi1)	[498]
2002/04/07_06:44:24	Running test standby (sgi1)	[499]
2002/04/07_06:44:30	Running test standby (sgi1)	[500]
2002/04/07_06:44:36	Stopping Cluster Manager on all nodes
2002/04/07_06:44:39	****************
2002/04/07_06:44:39	Overall Results:{'BadNews': 0, 'success': 500, 'failure': 0}
2002/04/07_06:44:39	****************
2002/04/07_06:44:39	Detailed Results
2002/04/07_06:44:39	Test Restart:{'min_time': 39.459606051445007, 'max_time': 101.28980195522308, 'auditfail': 0, 'failure': 0, 'elapsed_time': 4370.951510310173, 'calls': 97, 'node:sgi1': 47, 'success': 97, 'WasStopped': 18, 'node:sgi2': 50, 'skipped': 0}
2002/04/07_06:44:39	Test flip:{'up->down': 88, 'min_time': 2.2387039661407471, 'max_time': 38.576607942581177, 'stopped': 88, 'auditfail': 0, 'failure': 0, 'elapsed_time': 3467.3325864076614, 'down->up': 21, 'calls': 109, 'started': 21, 'success': 109, 'skipped': 0}
2002/04/07_06:44:39	Test SimulStart:{'stops': 175, 'success': 105, 'max_time': 12.792196989059448, 'elapsed_time': 958.21276259422302, 'min_time': 2.6202200651168823, 'calls': 105, 'skipped': 0, 'failure': 0, 'auditfail': 0}
2002/04/07_06:44:39	Test standby:{'max_time': 10.35656201839447, 'min_time': 7.9989433288574219e-05, 'success': 78, 'nostandby': 6, 'elapsed_time': 188.46349799633026, 'standby': 72, 'calls': 95, 'skipped': 17, 'failure': 0, 'auditfail': 0}
2002/04/07_06:44:39	Test Stonith:{'max_time': 175.27628803253174, 'success': 94, 'min_time': 136.41323804855347, 'calls': 94, 'skipped': 0, 'auditfail': 0, 'failure': 0, 'elapsed_time': 14015.454710960388}
2002/04/07_06:44:39	<<<<<<<<<<<<<<<< TESTS COMPLETED
{'logger': (<__main__.SysLog instance at 0x816ce34>, <__main__.StdErrLog instance at 0x816b7fc>), 'CMclass': <class CM_hb.HeartbeatCM at 0x8104b94>, 'DoStonith': 1, 'nodes': ['sgi1', 'sgi2'], 'reset': <__main__.Stonith instance at 0x816d904>}
